label,value
The Chase of Saint-Castin and Other Stories of the French in the New World,12199
Delsarte System of Oratory,12200
"The Money Box
Odd Craft, Part 1.",12201
"The Castaway
Odd Craft, Part 2.",12202
"Blundell's Improvement
Odd Craft, Part 3.",12203
"Bill's Lapse
Odd Craft, Part 4.",12204
"Lawyer Quince
Odd Craft, Part 5.",12205
"Breaking a Spell
Odd Craft, Part 6.",12206
"Establishing Relations
Odd Craft, Part 7.",12207
"The Changing Numbers
Odd Craft, Part 8.",12208
"The Persecution of Bob Pretty
Odd Craft, Part 9.",12209
"Dixon's Return
Odd Craft, Part 10.",12210
"A Spirit of Avarice
Odd Craft, Part 11.",12211
"The Third String
Odd Craft, Part 12.",12212
"Odd Charges
Odd Craft, Part 13.",12213
"Admiral Peters
Odd Craft, Part 14.",12214
"Odd Craft, Complete",12215
"The Pirates Own Book
Authentic Narratives of the Most Celebrated Sea Robbers",12216
"Modern Economic Problems
Economics Volume II",12217
"Pastoral Poetry & Pastoral Drama
A Literary Inquiry, with Special Reference to the Pre-Restoration
Stage in England",12218
Rada: A Drama of War in One Act,12220
"Beggars Bush: A Comedy
From the Works of Francis Beaumont and John Fletcher (Volume 2 of 10)",12221
"The Faithful Shepherdess
The Works of Francis Beaumont and John Fletcher (Volume 2 of 10).",12222
"The Idler, Volume III., Issue XIII., February 1893
An Illustrated Monthly. Edited By Jerome K. Jerome & Robert Barr",12223
We Girls: a Home Story,12224
Tales of lonely trails,12225
What eight million women want,12226
Child's First Picture Book,12227
Home Geography for Primary Grades,12228
"Who Goes There?
The Story of a Spy in the Civil War",12229
"Punch, or the London Charivari, Volume 156, May 21, 1919",12231
"Punch, or the London Charivari, Volume 156, May 28, 1919",12232
Stonewall Jackson and the American Civil War,12233
Mr. Scarborough's Family,12234
"Popular Law-making
A study of the origin, history, and present tendencies of law-making by statute",12235
"Death Valley in '49
Important chapter of California pioneer history. The autobiography of a pioneer, detailing his life from a humble home in the Green Mountains to the gold mines of California; and particularly reciting the sufferings of the band of men, women and children who gave ""Death Valley"" its name",12236
String Quartet No. 16 in F major Opus 135,12237
"Science in the Kitchen
A Scientific Treatise On Food Substances and Their Dietetic Properties, Together with a Practical Explanation of the Principles of Healthful Cookery, and a Large Number of Original, Palatable, and Wholesome Recipes",12238
Dead Men's Money,12239
"The Lady and Sada San
A Sequel to the Lady of the Decoration",12240
"Poems by Emily Dickinson, Third Series",12241
"Poems by Emily Dickinson, Three Series, Complete",12242
Round the Block: An American Novel,12243
"In the Name of the Bodleian, and Other Essays",12244
The Defendant,12245
The King's Cup-Bearer,12248
"Bart Ridgeley
A Story of Northern Ohio",12249
"The Prose Works of Jonathan Swift, D.D. — Volume 03
Swift's Writings on Religion and the Church — Volume 1",12252
Wholesale Price List of Newspapers and Periodicals,12253
Illustrated History of Furniture: From the Earliest to the Present Time,12254
"The Egyptian Conception of Immortality
The Ingersoll Lecture, 1911",12255
Mistress Penwick,12256
The Go-Getter: A Story That Tells You How to be One,12257
"Memoirs of a Cavalier
A Military Journal of the Wars in Germany, and the Wars in England.
From the Year 1632 to the Year 1648.",12259
Jonas on a Farm in Winter,12260
"Balder the Beautiful, Volume I.
A Study in Magic and Religion: the Golden Bough, Part VII., The
Fire-Festivals of Europe and the Doctrine of the External Soul",12261
"Punch, or the London Charivari, Volume 99, September 27, 1890",12262
"Blackwood's Edinburgh Magazine — Volume 53, No. 331, May, 1843",12263
Father Payne,12264
The Flying Legion,12265
Wee Macgreegor Enlists,12269
The Doomswoman: An Historical Romance of Old California,12270
"The History of Puerto Rico
From the Spanish Discovery to the American Occupation",12272
The Delectable Duchy,12277
The Maid-At-Arms: A Novel,12279
The Grandissimes,12280
Cattle Brands: A Collection of Western Camp-Fire Stories,12281
The Right and Wrong Uses of the Bible,12282
The Soul of a Child,12283
"The Atlantic Monthly, Volume 07, No. 44, June, 1861
A Magazine of Literature, Art, and Politics",12285
"Flowers and Flower-Gardens
With an Appendix of Practical Instructions and Useful Information
Respecting the Anglo-Indian Flower-Garden",12286
Somerset,12287
The Witchcraft Delusion in Colonial Connecticut (1647-1697),12288
The Church and Modern Life,12290
"The Teacher
Moral Influences Employed in the Instruction and Government of the Young",12291
"Punch, or the London Charivari, Volume 99, July 26, 1890",12292
Old Cookery Books and Ancient Cuisine,12293
"Punch, or the London Charivari, Volume 146, January 7, 1914",12294
"Camps and Trails in China
A Narrative of Exploration, Adventure, and Sport in Little-Known China",12296
"Slave Narratives: a Folk History of Slavery in the United States
From Interviews with Former Slaves
Florida Narratives",12297
The Grand Cañon of the Colorado,12298
"The Mechanical Properties of Wood
Including a Discussion of the Factors Affecting the Mechanical Properties, and Methods of Timber Testing",12299
The True George Washington [10th Ed.],12300
All in It : K(1) Carries On,12302
Fated to Be Free: A Novel,12303
Nancy: A Novel,12304
"Punch, or the London Charivari, Volume 99, August 16, 1890",12305
"Punch, or the London Charivari, Volume 99, October 4, 1890",12306
Giorgione,12307
Winning His Spurs: A Tale of the Crusades,12308
Love affairs of the Courts of Europe,12309
"The Atlantic Monthly, Volume 09, No. 56, June, 1862
A Magazine of Literature, Art, and Politics",12310
"Christ: The Way, the Truth, and the Life",12311
"A King, and No King",12312
Pictures of Sweden,12313
"Ashton-Kirk, Investigator",12314
Shanty the Blacksmith; a Tale of Other Times,12315
True Tilda,12316
Two Little Knights of Kentucky,12317
"A Compilation of the Messages and Papers of the Presidents
Volume 8, part 1: James A. Garfield",12318
"The Atlantic Monthly, Volume 01, No. 04, February, 1858
A Magazine of Literature, Art, and Politics",12319
Civilization and Beyond: Learning from History,12320
Rudimental Divine Science,12321
Poetical Works of Edmund Waller and Sir John Denham,12322
"Punch, or the London Charivari, Volume 99, August 2, 1890",12323
The Elizabethan Parish in its Ecclesiastical and Financial Aspects,12324
"A General History and Collection of Voyages and Travels — Volume 03
Arranged in Systematic Order: Forming a Complete History of the Origin and Progress of Navigation, Discovery, and Commerce, by Sea and Land, from the Earliest Ages to the Present Time",12325
The Story of My Life: Recollections and Reflections,12326
"The Jewish Manual
Practical Information in Jewish and Modern Cookery with a Collection
of Valuable Recipes & Hints Relating to the Toilette",12327
"Tent Life in Siberia
A New Account of an Old Undertaking; Adventures among the Koraks and Other Tribes In Kamchatka and Northern Asia",12328
Heart of Man,12329
A Volunteer Poilu,12330
"The Mahabharata of Krishna-Dwaipayana Vyasa Translated into English Prose 
Vana Parva, Part 2",12333
A Bicycle of Cathay,12334
Overland: A Novel,12335
"Brown Wolf and Other Jack London Stories
Chosen and Edited By Franklin K. Mathiews",12336
Dickens in Camp,12337
"The Story of the Herschels, a Family of Astronomers
Sir William Herschel, Sir John Herschel, Caroline Herschel",12340
Against the Grain,12341
"The Nuttall Encyclopædia
Being a Concise and Comprehensive Dictionary of General Knowledge",12342
"The Art of Iugling or Legerdemaine
Wherein is Deciphered All the Conueyances of Legerdemaine and Iugling, How They Are Effected, and Wherin They Chiefly Consist; Cautions to Beware of Cheating at Cardes and Dice, the Detection of the Beggerly Art of Alcumistry, and the Foppery of Foolish Cousoning Charmes, All Tending to Mirth and Recreation, Especially for Those That Desire to Haue the Insight and Priuate Practise Thereof",12343
"Sir Robert Hart
The Romance of a Great Career,  2nd Edition",12344
"Friday, the Thirteenth
A Novel",12345
A Roman Singer,12346
The Morgesons: A Novel,12347
Richard Vandermarck: A Novel,12348
The Secret City,12349
"The International Jewish Cook Book
1600 Recipes According to the Jewish Dietary Laws with the Rules for Kashering;
the Favorite Recipes of America, Austria, Germany, Russia, France, Poland, Roumania, Etc., Etc.",12350
"The German Classics of the Nineteenth and Twentieth Centuries, Volume 07
Masterpieces of German Literature Translated into English. in Twenty Volumes",12351
"Iola Leroy; Or, Shadows Uplifted",12352
The Making of Religion,12353
"Pink and White Tyranny
A Society Novel",12354
"The Constitutional Development of Japan 1853-1881
Johns Hopkins University Studies in Historical and Political Science, Ninth Series",12355
The Case and the Girl,12357
"Preliminary Announcement & List of Members
Society for Pure English, Tract 01 (1919)",12358
The Meaning of Infancy,12359
The Top of the World,12360
"The Mother's Recompense, Volume 1
A Sequel to Home Influence",12361
"The Mother's Recompense, Volume 2
A Sequel to Home Influence",12362
"The Botanist's Companion, Volume II
Or an Introduction to the Knowledge of Practical Botany, and the Uses of Plants. Either Growing Wild in Great Britain, or Cultivated for the Puroses of Agriculture, Medicine, Rural Oeconomy, or the Arts",12363
"The United States in the Light of Prophecy
Or, an Exposition of Rev. 13:11-17",12364
The Cost of Shelter,12366
"Library of the World's Best Literature, Ancient and Modern — Volume 1",12369
"Bagh O Bahar, or Tales of the Four Darweshes",12370
"The Experiences of a Barrister, and Confessions of an Attorney",12371
"The Atlantic Monthly, Volume 01, No. 06, April, 1858
A Magazine of Literature, Art, and Politics",12372
"The Atlantic Monthly, Volume 01, No. 05, March, 1858
A Magazine of Literature, Art, and Politics",12373
"The Atlantic Monthly, Volume 01, No. 07, May, 1858
A Magazine of Literature, Art, and Politics",12374
"Masters of Space
Morse and the Telegraph; Thompson and the Cable; Bell and the Telephone; Marconi and the Wireless Telegraph; Carty and the Wireless Telephone",12375
Thirty Years in the Itinerancy,12376
The Court of Boyville,12377
"Punch, or the London Charivari, Volume 99, August 30, 1890",12378
"Two Thousand Miles on an Automobile
Being a Desultory Narrative of a Trip Through New England, New York, Canada, and the West, By ""Chauffeur""",12380
"The Auchensaugh Renovation of the National Covenant and
Solemn League and Covenant
With the Acknowledgment of Sins and Engagement to Duties, as They
Were Renewed at Auchensaugh, Near Douglas, July 24, 1712. (Compared
With the Editions of Paisley, 1820, and Belfast, 1835.) Also, The
Renovation of These Public Federal Deeds Ordained at Philadelphia,
October 8, 1880, by the Reformed Presbytery, with Accommodation of
the Original Covenants, in Both Transactions, to Their Times and
Positions Respectively",12381
The Poetical Works of William Wordsworth — Volume 3,12383
Battle-Pieces and Aspects of the War,12384
"The Italians
A Novel",12385
Samantha at the St. Louis Exposition,12386
"Paul Faber, Surgeon",12387
The Courage of Captain Plum,12388
Sappho: One Hundred Lyrics,12389
"A Few Practical Suggestions
Society for Pure English, Tract 03 (1920)",12390
Poems,12391
"Punch, or the London Charivari, Volume 99, August 23, 1890",12392
"Punch, or the London Charivari, Volume 99, September 6, 1890",12393
"Punch, or the London Charivari, Volume 99, September 13, 1890",12394
"Punch, or the London Charivari, Volume 99, October 18, 1890",12395
"The Star-Chamber, Volume 1
An Historical Romance",12396
"The Star-Chamber, Volume 2
An Historical Romance",12397
Clarissa Harlowe; or the history of a young lady — Volume 9,12398
Bismarck and the Foundation of the German Empire,12400
"The Poets and Poetry of Cecil County, Maryland",12402
Fenwick's Career,12403
"Seeing Europe with Famous Authors, Volume 5
Germany, Austria-Hungary, and Switzerland, Part 1",12404
"Frank, the Young Naturalist",12405
Kepler,12406
"The Story of the Philippines
Natural Riches, Industrial Resources, Statistics of Productions, Commerce and Population; The Laws, Habits, Customs, Scenery and Conditions of the Cuba of the East Indies and the Thousand Islands of the Archipelagoes of India and Hawaii, With Episodes of Their Early History; The Eldorado of the Orient; Personal Character Sketches of and Interviews with Admiral Dewey, General Merritt, General Aguinaldo and the Archbishop of Manila; History and Romance, Tragedies and Traditions of our Pacific Possessions; Events of the War in the West with Spain, and the Conquest of Cuba and Porto Rico",12409
The Travels of Marco Polo — Volume 2,12410
"The Long White Cloud
""Ao Tea Roa""",12411
"The Atlantic Monthly, Volume 11, No. 63, January, 1863
A Magazine of Literature, Art, and Politics",12412
Among the Millet and Other Poems,12413
The Inferno,12414
Byways Around San Francisco Bay,12415
As Seen By Me,12416
Fishin' Jimmy,12417
The Land of Deepening Shadow: Germany-at-War,12418
Frontier Stories,12419
"The Three Additions to Daniel, a Study",12420
Practical Exercises in English,12421
Journal of a Residence on a Georgian Plantation: 1838-1839,12422
A Short History of the United States for School Use,12423
"The Trail of the Tramp
By A-No. 1, the Famous Tramp, Written by Himself from Actual Experiences of His Own Life",12424
"De Orbe Novo, Volume 1 (of 2)
The Eight Decades of Peter Martyr D'Anghera",12425
